"COUNTRY","Country","INDICATOR","Indicator","EDUCATION_LEV","Education level","REF_SECTOR","Reference sector","YEAR","Year","Value","Flag Codes","Flags"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_T","All public and private educational institutions","2020","2020",11.769,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_T","All public and private educational institutions","2021","2021",11.63,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2013","2013",12.18,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2014","2014",11.978,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2015","2015",11.902,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2016","2016",11.869,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2017","2017",11.945,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2018","2018",11.797,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2019","2019",11.646,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2020","2020",11.887,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2021","2021",11.736,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2013","2013",9.652,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2014","2014",9.941,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2015","2015",9.772,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2016","2016",10.025,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2017","2017",10.258,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2018","2018",10.258,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2019","2019",10.264,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2020","2020",10.254,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2021","2021",10.258,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2013","2013",19.985,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2014","2014",19.37,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2015","2015",17.815,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2016","2016",18.34,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2017","2017",17.462,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2018","2018",17.471,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2019","2019",17.496,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2020","2020",17.37,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2021","2021",16.322,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2013","2013",28.483,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2014","2014",28.003,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2015","2015",26.922,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2016","2016",27.201,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2017","2017",24.785,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2018","2018",23.391,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2019","2019",24.124,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2020","2020",24.011,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2021","2021",22.177,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2013","2013",12.928,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2014","2014",12.446,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2015","2015",10.866,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2016","2016",11.307,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2017","2017",10.91,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2018","2018",11.22,"w","Includes data from another category"
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2019","2019",10.823,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2020","2020",10.547,,
"NZL","New Zealand","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PRIV","All private educational institutions","2021","2021",9.955,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2013","2013",11.406,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2014","2014",11.127,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2015","2015",12.617,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2016","2016",11.952,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2017","2017",11.32,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2018","2018",11.008,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2019","2019",9.612,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2020","2020",9.142,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2021","2021",8.865,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2013","2013",10.523,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2014","2014",10.249,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2015","2015",11.745,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2016","2016",11.332,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2017","2017",10.382,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2018","2018",10.264,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2019","2019",8.94,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2020","2020",8.618,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2021","2021",8.324,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2013","2013",12.573,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2014","2014",12.265,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2015","2015",13.695,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2016","2016",12.673,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2017","2017",12.476,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2018","2018",11.882,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2019","2019",10.402,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2020","2020",9.742,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2021","2021",9.49,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2013","2013",4.687,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2014","2014",4.825,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2015","2015",5.161,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2016","2016",4.585,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2017","2017",4.486,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2018","2018",4.462,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2019","2019",4.315,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2020","2020",3.672,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_T","All public and private educational institutions","2021","2021",3.622,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2013","2013",10.523,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2014","2014",10.249,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2015","2015",11.745,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2016","2016",11.332,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2017","2017",10.382,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2018","2018",10.264,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2019","2019",8.94,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2020","2020",8.618,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PUB","Public educational institutions","2021","2021",8.324,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2013","2013",12.573,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2014","2014",12.265,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2015","2015",13.695,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2016","2016",12.673,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2017","2017",12.476,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2018","2018",11.882,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2019","2019",10.402,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2020","2020",9.742,,
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_0","Early childhood education","INST_PRIV","All private educational institutions","2021","2021",9.49,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2013","2013",10.341,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2014","2014",10.29,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2015","2015",10.28,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2016","2016",10.148,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2017","2017",10.163,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2018","2018",10.095,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2019","2019",10.367,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2020","2020",10.137,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2021","2021",10.042,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2013","2013",10.448,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2014","2014",10.41,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2015","2015",10.447,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2016","2016",10.311,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2017","2017",10.28,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2018","2018",10.216,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2019","2019",10.479,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2020","2020",10.283,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2021","2021",10.203,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2013","2013",7.564,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2014","2014",7.394,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2015","2015",6.503,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2016","2016",6.578,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2017","2017",7.491,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2018","2018",7.567,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2019","2019",8.035,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2020","2020",7.426,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2021","2021",7.179,,
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_T","All public and private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_AVG_CLASS","Average class size","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2013","2013",9.842,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2014","2014",9.722,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2015","2015",9.548,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2016","2016",9.127,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2017","2017",9.419,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2018","2018",8.903,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2019","2019",9.719,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2020","2020",8.697,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_T","All public and private educational institutions","2021","2021",7.989,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PUB","Public educational institutions","2013","2013",9.867,,
"NOR","Norway","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PUB","Public educational institutions","2014","2014",9.754,,
