"COUNTRY","Country","ISC11","Level of education","EXP","Experience level","QUAL","Qualification level","GRADE","Category","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"FRA","France","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",58751.491,,
"FRA","France","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",62168.624,,
"FRA","France","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",62168.624,,
"DEU","Germany","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",70418.755,,
"DEU","Germany","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",77905.363,,
"DEU","Germany","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",81141.495,,
"DEU","Germany","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",80749.567,,
"DEU","Germany","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",88441.814,,
"DEU","Germany","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",91729.471,,
"DEU","Germany","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",85699.202,,
"DEU","Germany","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",93084.59,,
"DEU","Germany","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",96742.449,,
"DEU","Germany","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",91712.98,,
"DEU","Germany","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",101509.91,,
"DEU","Germany","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",110694.49,,
"GRC","Greece","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",20386.732,,
"GRC","Greece","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",20386.732,,
"GRC","Greece","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",20386.732,,
"GRC","Greece","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",24792.656,,
"GRC","Greece","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",24792.656,,
"GRC","Greece","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",24792.656,,
"GRC","Greece","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",26995.617,,
"GRC","Greece","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",26995.617,,
"GRC","Greece","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",26995.617,,
"GRC","Greece","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40213.389,,
"GRC","Greece","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40213.389,,
"GRC","Greece","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40213.389,,
"HUN","Hungary","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",16136.511,,
"HUN","Hungary","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",16136.511,,
"HUN","Hungary","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",16136.511,,
"HUN","Hungary","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",18173.469,,
"HUN","Hungary","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",18173.469,,
"HUN","Hungary","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",20192.743,,
"HUN","Hungary","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",19519.652,,
"HUN","Hungary","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",19519.652,,
"HUN","Hungary","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",21688.502,,
"HUN","Hungary","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27596.749,,
"HUN","Hungary","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27596.749,,
"HUN","Hungary","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",30663.055,,
"ISL","Iceland","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ISL","Iceland","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IRL","Ireland","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",36281.248,,
"IRL","Ireland","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",36281.248,,
"IRL","Ireland","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",36281.248,,
"IRL","Ireland","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",50285.703,,
"IRL","Ireland","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",50285.703,,
"IRL","Ireland","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",50285.703,,
"IRL","Ireland","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",60901.616,,
"IRL","Ireland","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",61498.197,,
"IRL","Ireland","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",61498.197,,
"IRL","Ireland","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",70243.62,,
"IRL","Ireland","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",70840.201,,
"IRL","Ireland","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",70840.201,,
"ISR","Israel","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",23561.235,,
"ISR","Israel","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",23673.071,,
"ISR","Israel","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27875.943,,
"ISR","Israel","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",29864.25,,
"ISR","Israel","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",30807.149,,
"ISR","Israel","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",32530.893,,
"ISR","Israel","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",33605.662,,
"ISR","Israel","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",36178.984,,
"ISR","Israel","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",39320.855,,
"ISR","Israel","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",54695.267,,
"ISR","Israel","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",57207.9,,
"ISR","Israel","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",56501.248,,
"ITA","Italy","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",32981.169,,
"ITA","Italy","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",35447.174,,
"ITA","Italy","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",35447.174,,
"ITA","Italy","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",36160.134,,
"ITA","Italy","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",39151.438,,
"ITA","Italy","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40083.986,,
"ITA","Italy","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",39584.064,,
"ITA","Italy","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",43038.177,,
"ITA","Italy","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",44235.255,,
"ITA","Italy","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",48015.404,,
"ITA","Italy","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",52725.012,,
"ITA","Italy","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",55106.285,,
"JPN","Japan","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",28611.001,,
"JPN","Japan","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",28611.001,,
"JPN","Japan","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",28611.001,,
"JPN","Japan","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40531.541,,
"JPN","Japan","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40531.541,,
"JPN","Japan","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",40531.541,,
"JPN","Japan","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",47349.372,,
