"COUNTRY","Country","ISC11","ISC11","REF_SECTOR","REF_SECTOR","COUNTERPART_SECTOR","COUNTERPART_SECTOR","EXPENDITURE_TYPE","EXPENDITURE_TYPE","UNIT_MEASURE","UNIT_MEASURE","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",7051.7324,"w","Includes data from another category"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",7251.3158,"w","Includes data from another category"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",7049.9582,"w","Includes data from another category"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",7262.9087,"w","Includes data from another category"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",7413.7632,"w","Includes data from another category"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",7532.1892,"w","Includes data from another category"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",,"m","Missing data"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",,"m","Missing data"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",,"m","Missing data"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",,"m","Missing data"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",4497.3329,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",4701.6274,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",4794.9553,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",4947.3593,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",6895.8336,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",6602.3211,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",6039.9989,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",6181.1303,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",7665.592,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",9009.3699,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",10284.048,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",9494.6953,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",9125.2525,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",2321.9102,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",2480.6419,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",2682.6267,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",2883.195,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",2970.6898,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",3483.843,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",3901.6634,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",4541.4505,,
"CZE","Czechia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",4871.0322,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",,"m","Missing data"
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",,"m","Missing data"
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",2616.5456,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",2727.6975,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",2764.8837,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",2924.1721,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",3219.1831,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",3335.5896,,
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",437.29472,,
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",,"m","Missing data"
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",481.18772,,
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",512.0596,,
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",,"m","Missing data"
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",,"m","Missing data"
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",,"m","Missing data"
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",,"m","Missing data"
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",,"m","Missing data"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",30870.293,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",31762.594,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",32413.494,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",32834.957,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",34981.828,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",37590.692,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",39240.085,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",39964.196,"w","Includes data from another category"
"CAN","Canada","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",,"m","Missing data"
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",4769.6833,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",4443.1334,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",4369.0095,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",4346.0272,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",5087.7242,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",5795.9821,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",6547.205,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",6053.4458,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",5785.8017,,
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",,"m","Missing data"
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",,"m","Missing data"
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",,"m","Missing data"
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",,"m","Missing data"
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",4914.7326,,
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",5008.1574,,
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",5104.9102,,
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",4955.0584,,
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",665.26679,,
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",,"m","Missing data"
"CRI","Costa Rica","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2021","2021",,"m","Missing data"
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",3293.1904,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",3262.533,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",3280.8345,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",3350.8587,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",3338.2101,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",3625.2679,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",4360.8985,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",4798.0683,,
"CZE","Czechia","L3","Upper secondary education (ISCED2011 level 3)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",4961.6348,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",6765.9078,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",,"m","Missing data"
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",,"m","Missing data"
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",8704.7793,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",9004.6105,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",9281.816,"w","Includes data from another category"
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",9696.7803,"w","Includes data from another category"
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",10149.631,"w","Includes data from another category"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",17867.176,"b","Series break"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",20113.416,"b","Series break"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",20524.465,"b","Series break"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",20697.15,"b","Series break"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",,"m","Missing data"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",,"m","Missing data"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",,"m","Missing data"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2019","2019",,"m","Missing data"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2020","2020",,"m","Missing data"
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2012","2012",,"m","Missing data"
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2013","2013",2167.2393,,
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2014","2014",,"m","Missing data"
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2015","2015",,"m","Missing data"
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2016","2016",,"m","Missing data"
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2017","2017",,"m","Missing data"
"CRI","Costa Rica","L1","Primary education (ISCED2011 level 1)","T","All sectors","T","All sectors","T","All expenditure types","USD_PPP","USD Purchasing Power Parity","FIN_EXP_SOURCE","Expenditure by source","2018","2018",,"m","Missing data"
